timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T11:03:21.543213,deepseek-chat,set2,Polyuria,Polyuria,Sign or Symptom,Primitive,Urination Disorders,Signs and Symptoms|Urological Manifestations,Nocturnal Polyuria,Anuria|Dysuria|Hematuria|Oliguria|Pollakiuria|Urinary Incontinence|Urinary Retention
2026-03-05T11:03:26.954334,deepseek-chat,set2,Necrosis,Necrosis,Pathologic Function,Primitive,Cell Death,Cell Injury|Pathologic Processes,Coagulative Necrosis|Liquefactive Necrosis|Caseous Necrosis|Fat Necrosis|Fibrinoid Necrosis|Gangrenous Necrosis,Apoptosis
2026-03-05T11:03:33.217500,deepseek-chat,set2,Ischemia,Ischemia,Disease or Syndrome,Primitive,,Disease,Brain Ischemia|Mesenteric Ischemia|Limb Ischemia|Retinal Ischemia,Thrombosis|Embolism|Vasospasm
2026-03-05T11:03:39.102166,deepseek-chat,set2,Sepsis,Sepsis,Disease or Syndrome,Primitive,Systemic Inflammatory Response Syndrome|Bacterial Infectious Disease,Inflammatory Response Syndrome|Infectious Disease,Septic Shock|Neonatal Sepsis|Puerperal Sepsis,Bacteremia|Severe Sepsis|Systemic Inflammatory Response Syndrome due to Non-infectious Process
2026-03-05T11:03:47.394866,deepseek-chat,set2,Malignant,Malignant Neoplasm,Disease or Syndrome,Primitive,Neoplastic Disease,Disease,"Malignant Neoplasm of Breast|Malignant Neoplasm of Lung|Malignant Neoplasm of Prostate|Malignant Neoplasm of Colon|Malignant Neoplasm of Stomach|Malignant Neoplasm of Liver|Malignant Neoplasm of Pancreas|Malignant Neoplasm of Brain|Malignant Neoplasm, Primary|Malignant Neoplasm, Unknown Primary|Malignant Carcinoid Syndrome|Malignant Tumor of Bone","Benign Neoplasm|Neoplasm of Uncertain Behavior|Neoplasm, Unspecified Nature"
2026-03-05T11:03:51.957373,deepseek-chat,set2,Benign,Benign,Clinical Course,Primitive,,,Benign process,Uncertain malignant potential|In situ
2026-03-05T11:03:57.421343,deepseek-chat,set2,Abscess,Abscess,Pathologic Structure,Primitive,,,,
2026-03-05T11:04:03.306831,deepseek-chat,set2,Edema,Edema,Disease or Syndrome,Primitive,Pathologic Function,Pathologic Process,Angioedema|Lymphedema|Pulmonary Edema|Cerebral Edema|Macular Edema|Peripheral Edema,Hemorrhage|Inflammation|Necrosis|Fibrosis|Atrophy|Hyperplasia
2026-03-05T11:04:09.345874,deepseek-chat,set2,Intubation,Intubation,Medical Procedure,Primitive,Airway Management|Anesthesia Procedures,Therapeutic Procedure|Critical Care Procedure|Surgical Procedure,Endotracheal Intubation|Nasotracheal Intubation|Rapid Sequence Induction and Intubation,Extubation|Tracheostomy|Cricothyrotomy|Laryngeal Mask Airway Insertion
2026-03-05T11:04:15.600303,deepseek-chat,set2,Biopsy,Biopsy Procedure,Diagnostic Procedure,Primitive,Tissue Sampling,Diagnostic Technique,Incisional Biopsy|Excisional Biopsy|Punch Biopsy|Shave Biopsy|Endoscopic Biopsy|Bone Marrow Biopsy,Laboratory Test|Imaging Technique|Medical History Taking
2026-03-05T11:04:21.242372,deepseek-chat,set2,Venipuncture,Venipuncture,Procedure,Primitive,Blood specimen collection,Specimen collection procedure,Vacutainer venipuncture|Syringe venipuncture,Fingerstick|Heelstick
2026-03-05T11:04:25.747620,deepseek-chat,set2,Laparotomy,Laparotomy,Surgical Procedure,Primitive,Abdominal Surgical Procedure,Surgical Procedure|Therapeutic Procedure,Exploratory Laparotomy|Cellotomy,Laparoscopy|Thoracotomy|Craniotomy
2026-03-05T11:04:31.564872,deepseek-chat,set2,Opening of chest,Thoracotomy,Surgical Procedure,Primitive,Surgical Opening,Therapeutic Procedure,Posterolateral thoracotomy|Anterolateral thoracotomy|Clamshell thoracotomy,Craniotomy|Sternotomy
2026-03-05T11:04:38.958640,deepseek-chat,set2,Cholecystectomy,Cholecystectomy,Surgical Procedure,Primitive,Digestive System Surgical Procedure|Excision - Surgical Removal,Therapeutic Procedure,Open Cholecystectomy,Colectomy|Gastrectomy|Hepatectomy|Pancreatectomy
2026-03-05T11:04:45.102509,deepseek-chat,set2,Cardiopulmonary resuscitation,Cardiopulmonary Resuscitation,Therapeutic or Preventive Procedure,Primitive,Resuscitation|Emergency Treatment,Therapeutic Procedure|Critical Care,Conventional Cardiopulmonary Resuscitation|Chest-Compression-Only Cardiopulmonary Resuscitation,Defibrillation|Airway Management|Hemorrhage Control|Advanced Cardiac Life Support
2026-03-05T11:04:51.759031,deepseek-chat,set2,Triage,Triage,Process,Primitive,Emergency Management Process|Medical Assessment Process|Prioritization,Management Process|Assessment Process|Process,Disaster Triage|Hospital Triage|Telephone Triage|Combat Triage,Diagnosis|Treatment|Discharge Planning|Patient Admission
2026-03-05T11:04:56.363126,deepseek-chat,set2,Proximal,Proximal,Spatial quality,Primitive,Spatial relation,Quality,Proximal to|Proximal part of,Distal|Lateral|Medial|Posterior|Anterior|Superior|Inferior
2026-03-05T11:05:02.087729,deepseek-chat,set2,Distal,Distal,Spatial Qualifier,Primitive,,Qualifier,Distal part of,Lateral|Medial|Anterior|Posterior|Superior|Inferior
2026-03-05T11:05:06.692166,deepseek-chat,set2,Chronic,Chronic (qualifier value),Temporal Qualifier,Primitive,Temporal Concept Qualifier,Qualifier Value|Conceptual Entity,Chronic progressive|Chronic recurrent|Chronic active|Chronic inactive,Acute|Subacute
2026-03-05T11:05:11.930837,deepseek-chat,set2,Determination of prognosis,Prognosis Determination,Health Care Activity,Primitive,Health Care Activity,Health Care Related Activity,Cancer Prognosis Determination|Prognostic Model Application,Diagnosis|Health Status Determination|Patient Outcome Assessment|Therapeutic Procedure
2026-03-05T11:05:18.076866,deepseek-chat,set2,Anaphylaxis,Anaphylaxis,Disease or Syndrome,Primitive,Hypersensitivity Reaction|Allergic Reaction,Immune System Diseases|Pathologic Processes,Exercise-Induced Anaphylaxis|Anaphylactic Shock|Drug-Induced Anaphylaxis|Food-Induced Anaphylaxis,Angioedema|Urticaria|Allergic Asthma|Allergic Conjunctivitis
2026-03-05T11:05:24.004818,deepseek-chat,set2,Structure of ischiogluteal bursa of right hip,Ischiogluteal bursa of right hip,Body Space or Junction,Primitive,Ischiogluteal bursa|Structure of right hip region,Bursa|Structure of hip region,None,Ischiogluteal bursa of left hip|Trochanteric bursa of right hip|Iliopsoas bursa of right hip
2026-03-05T11:05:30.318984,deepseek-chat,set2,Does not cut own nails,Does not cut own nails,Observable behavior,Primitive,Impaired self-care activity,Observable finding,Does not cut own toenails,Does not wash own hair|Does not dress self
2026-03-05T11:05:37.022246,deepseek-chat,set2,Laceration of right brachial artery,Laceration of right brachial artery,Injury or Poisoning,Primitive,Laceration of artery|Injury of brachial artery,Wound|Vascular system injury,(No narrower concepts specified for this precise term),Laceration of left brachial artery|Puncture of right brachial artery|Contusion of right brachial artery|Laceration of right radial artery|Laceration of right ulnar artery
2026-03-05T11:05:42.344131,deepseek-chat,set2,Date sample received in laboratory,Laboratory sample receipt date,Data element,Primitive,Date|Sample event date,Temporal concept|Laboratory process concept,Date sample received in laboratory (recorded)|Date sample received in laboratory (actual),Date sample collected|Date sample reported|Date sample tested
2026-03-05T11:05:50.396428,deepseek-chat,set2,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency,Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,Disease or Syndrome,Primitive,Autosomal recessive severe congenital neutropenia|JAGN1 deficiency,Severe congenital neutropenia|Genetic disease|Immunologic deficiency syndrome,(No narrower concepts available),Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency|Autosomal recessive severe congenital neutropenia due to GFI1 deficiency|Autosomal recessive severe congenital neutropenia due to HAX1 deficiency|Autosomal recessive severe congenital neutropenia due to VPS45 deficiency
2026-03-05T11:05:56.069521,deepseek-chat,set2,Product containing only ezetimibe and rosuvastatin,Ezetimibe and rosuvastatin combination product,Medicinal product,Fully defined,Medicinal product containing ezetimibe|Medicinal product containing rosuvastatin,Medicinal product,,Medicinal product containing only ezetimibe and simvastatin|Medicinal product containing only atorvastatin and ezetimibe
2026-03-05T11:06:02.401541,deepseek-chat,set2,Alpha>1< anti-trypsin isotype MZ,Alpha-1-antitrypsin MZ phenotype,Disease or Syndrome,Primitive,Alpha-1-Antitrypsin Deficiency|Alpha-1-Antitrypsin Phenotype,"Genetic Diseases, Inborn|Metabolism, Inborn Errors|Lung Diseases",None,Alpha-1-antitrypsin MS phenotype|Alpha-1-antitrypsin SZ phenotype|Alpha-1-antitrypsin ZZ phenotype
2026-03-05T11:06:09.918636,deepseek-chat,set2,2-dehydro-3-deoxy-L-pentonate aldolase,2-dehydro-3-deoxy-L-pentonate aldolase,Gene Product (Protein),Primitive,Lyase|Carbon-carbon lyase|Aldolase,Enzyme|Catalyst,2-dehydro-3-deoxy-D-pentonate aldolase,2-dehydro-3-deoxyphosphooctonate aldolase|2-keto-3-deoxygluconate aldolase|N-acetylneuraminate lyase|Fructose-bisphosphate aldolase
2026-03-05T11:06:15.114347,deepseek-chat,set2,Thiourea,Thiourea,Chemical Compound,Primitive,Organonitrogen compounds|Organosulfur compounds|Thiocarboxamides,Chemical Entities,Phenylthiourea|Allylthiourea|Dimethylthiourea,Urea
2026-03-05T11:06:20.790266,deepseek-chat,set2,Protriptyline,Protriptyline,Chemical Substance,Primitive,,Pharmacologic Substance,,Clomipramine|Desipramine|Doxepin|Imipramine|Nortriptyline|Trimipramine
2026-03-05T11:06:25.969618,deepseek-chat,set2,Use of sling suspension,Sling suspension therapy,Therapeutic or rehabilitative procedure,Fully defined,,,Vertical sling suspension|Axillary sling suspension|Head sling suspension,Continuous passive motion (CPM) therapy|Traction therapy|Compression therapy
2026-03-05T11:06:32.063310,deepseek-chat,set2,Insulin receptor defect,Insulin Receptor Deficiency,Disease or Syndrome,Primitive,Receptor Gene Deficiency Disease|Insulin Resistance Syndrome,"Genetic Diseases, Inborn|Metabolic Diseases",Donohue Syndrome|Rabson-Mendenhall Syndrome|Type A Insulin Resistance Syndrome,Insulin-Like Growth Factor I Deficiency|Leptin Receptor Deficiency|Melanocortin 4 Receptor Deficiency
2026-03-05T11:06:38.823410,deepseek-chat,set2,Akinesis of basal anterior segment of left cardiac ventricle,Akinesis of basal anterior segment of left ventricle,Finding,Primitive,Abnormal left ventricular anterior wall motion,Cardiac finding,,Akinesis of basal anteroseptal segment of left ventricle|Hypokinesis of basal anterior segment of left ventricle|Dyskinesis of basal anterior segment of left ventricle
2026-03-05T11:06:45.416049,deepseek-chat,set2,Bioterrorist attack,Bioterrorism,Event,Primitive,Bioterrorism|Terrorist attack,Terrorism|Attack (event)|Biological event,Anthrax bioterrorist attack|Smallpox bioterrorist attack,"Chemical terrorist attack|Radiological terrorist attack|Nuclear terrorist attack|Cyberterrorist attack|Conventional terrorist attack (e.g., bombing, shooting)"
2026-03-05T11:06:52.800312,deepseek-chat,set2,Rickettsia australis,Rickettsia australis,Organism,Primitive,,Bacteria,,Rickettsia conorii|Rickettsia sibirica|Rickettsia japonica|Rickettsia africae|Rickettsia parkeri|Rickettsia honei|Rickettsia akari
2026-03-05T11:07:00.392151,deepseek-chat,set2,Computed tomography 3 dimensional reconstruction,"Computed Tomography, Three-Dimensional Reconstruction",Diagnostic Imaging Technique,Fully defined,"Tomography, X-Ray Computed|Three-Dimensional Imaging|Image Reconstruction","Diagnostic Imaging|Tomography|Imaging, Three-Dimensional",Volume Rendering|Surface Rendering|Maximum Intensity Projection,"Magnetic Resonance Imaging, Three-Dimensional Reconstruction|Cone-Beam Computed Tomography, Three-Dimensional Reconstruction|Positron-Emission Tomography, Three-Dimensional Reconstruction|Single-Photon Emission Computed Tomography, Three-Dimensional Reconstruction"
2026-03-05T11:07:07.702385,deepseek-chat,set2,Open reduction of fracture of tarsal bone without internal fixation,Open reduction of fracture of tarsal bone without internal fixation,Procedure,Primitive,Open reduction of fracture of tarsal bone|Fracture reduction without internal fixation,Open reduction of fracture of bone|Fracture reduction|Procedure on tarsal bone,Open reduction of fracture of calcaneus without internal fixation|Open reduction of fracture of talus without internal fixation,Open reduction of fracture of tarsal bone with internal fixation|Closed reduction of fracture of tarsal bone
2026-03-05T11:07:17.617880,deepseek-chat,set2,Identification of antibody to red blood cell antigens from Colton system (International Society of Blood Transfusion 015),Antibody to red blood cell antigen from Colton blood group system (ISBT 015),Antibody,Primitive,Colton blood group system antibody,Blood group antibody,Antibody to red blood cell antigen Co^b (ISBT 015.002)|Antibody to red blood cell antigen Co3 (ISBT 015.003),"Antibody to red blood cell antigens from MNS system (ISBT 002)|Antibody to red blood cell antigens from other blood group systems (e.g., Kell, Kidd, Duffy, etc.)"
2026-03-05T11:07:24.937211,deepseek-chat,set2,Spirometra houghtonii,Spirometra houghtonii,Species of tapeworm (Cestoda),Primitive,Spirometra,Pseudophyllidea (order)|Cestoda (class)|Platyhelminthes (phylum),None (species level),Spirometra erinaceieuropaei|Spirometra mansonoides|Spirometra proliferum|Spirometra decipiens|Other species in the genus Spirometra
2026-03-05T11:07:30.402738,deepseek-chat,set2,Difficulty preparing feed,Difficulty preparing feed,Clinical Finding,Primitive,Difficulty with self-care,Finding by functional status,Difficulty preparing baby formula|Difficulty preparing enteral feed,Difficulty feeding self|Difficulty preparing food|Difficulty preparing drink
2026-03-05T11:07:34.684427,deepseek-chat,set2,Public school,Public School,Educational Institution,Primitive,,Organization,Middle School|High School,Charter School|Independent School
2026-03-05T11:07:41.462013,deepseek-chat,set2,Assistive electrical shaver adaptor,Assistive electric shaver adapter,Assistive device,Primitive,Electric shaver accessory,Grooming aid|Shaving accessory,Assistive electric shaver grip sleeve,Adaptive toothbrush handle|Long-reach comb|Electric razor with built-up handle
2026-03-05T11:07:47.615263,deepseek-chat,set2,Bathing of skin of free upper limb,Bathing of skin of free upper limb,Procedure,Primitive,,Bathing,Bathing of skin of forearm|Bathing of skin of arm,Bathing of skin of trunk|Bathing of skin of lower limb
2026-03-05T11:07:53.726041,deepseek-chat,set2,Primary hyperparathyroidism,Primary hyperparathyroidism,Disease or Syndrome,Primitive,Hyperparathyroidism,Endocrine System Diseases|Parathyroid Diseases,Primary hyperparathyroidism 1|Primary hyperparathyroidism 2|Primary hyperparathyroidism 3|Primary hyperparathyroidism 4|Familial isolated hyperparathyroidism,Secondary hyperparathyroidism|Tertiary hyperparathyroidism
2026-03-05T11:08:01.083190,deepseek-chat,set2,Ultrasonography of soft tissue of wrist region,Ultrasonography of wrist soft tissue,Diagnostic Procedure,Primitive,Ultrasonography of musculoskeletal system|Wrist region diagnostic imaging,Ultrasonography|Musculoskeletal system diagnostic procedure,Ultrasonography of wrist tendon|Ultrasonography of wrist ligament|Ultrasonography of wrist joint effusion,Ultrasonography of elbow soft tissue|Ultrasonography of hand soft tissue|Radiography of wrist region|Magnetic resonance imaging of wrist region
2026-03-05T11:08:05.864256,deepseek-chat,set2,Standing tolerance,Standing tolerance,Clinical Finding,Primitive,,Finding by site,,Walking tolerance|Exercise tolerance|Lifting tolerance
2026-03-05T11:08:11.954653,deepseek-chat,set2,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,Alverine citrate 120 mg oral capsule,Medicinal product form,Fully defined,Alverine citrate 120 mg conventional release oral dose form,Conventional release oral dose form,,Alverine citrate oral tablet
2026-03-05T11:08:19.145680,deepseek-chat,set2,Structure of temporomandibular articulation vein,Temporomandibular joint vein,Anatomical Structure,Primitive,Joint vein,Cardiovascular system organ part,Superficial temporal vein (often receives tributaries from the region),Temporomandibular joint nerve|Temporomandibular joint capsule|Articular disc of temporomandibular joint
2026-03-05T11:08:28.650496,deepseek-chat,set2,Closed comminuted fracture of proximal phalanx of finger,Closed fracture of proximal phalanx of finger,Injury or Poisoning,Fully defined,Fracture of phalanx of finger|Closed fracture of finger,Fracture of hand|Injury of finger,Closed comminuted fracture of proximal phalanx of index finger|Closed comminuted fracture of proximal phalanx of little finger|Closed comminuted fracture of proximal phalanx of middle finger|Closed comminuted fracture of proximal phalanx of ring finger|Closed comminuted fracture of proximal phalanx of thumb,Open comminuted fracture of proximal phalanx of finger|Closed fracture of shaft of proximal phalanx of finger|Closed fracture of base of proximal phalanx of finger
2026-03-05T11:08:36.058898,deepseek-chat,set2,Choroidal retinal neovascularization,Choroidal neovascularization,Pathologic Function,Primitive,Retinal neovascularization,"Neovascularization, Pathologic|Eye neoplasm","Choroidal neovascularization, subfoveal|Choroidal neovascularization, extrafoveal|Choroidal neovascularization, juxtafoveal","Iris neovascularization|Retinal neovascularization, disc|Retinal neovascularization, elsewhere"
2026-03-05T11:08:40.937615,deepseek-chat,set2,Microunit/milliliter,Microunit per milliliter,Quantitative Concept,Primitive,Concentration unit,Measurement unit,—,Milligram per milliliter|Microgram per milliliter|Nanogram per milliliter|International unit per milliliter
2026-03-05T11:08:48.207303,deepseek-chat,set2,Unable to use a non-speech system for communication,Inability to use non-speech communication,Clinical Finding,Primitive,Inability to communicate,Communication function finding|Finding by function,Inability to use augmentative communication|Inability to use alternative communication|Inability to use manual sign communication|Inability to use communication devices,Inability to use speech|Inability to understand communication|Lack of communication
2026-03-05T11:08:54.006811,deepseek-chat,set2,Chronic infective pericarditis,Chronic infective pericarditis,Disease or Syndrome,Primitive,Chronic pericarditis|Infective pericarditis,Pericarditis|Heart disease,Chronic tuberculous pericarditis|Chronic viral pericarditis|Chronic bacterial pericarditis|Chronic fungal pericarditis,Acute infective pericarditis|Chronic constrictive pericarditis|Chronic noninfective pericarditis
2026-03-05T11:09:04.942508,deepseek-chat,set2,Accidental poisoning caused by salicylates,Accidental poisoning caused by salicylates,Injury or Poisoning,Primitive,"Accidental poisoning by drugs, medicaments and biological substances|Salicylate poisoning","Accidental poisoning by drugs, medicaments and biological substances, unspecified|Poisoning by drugs, medicaments and biological substances|Accidents",Accidental poisoning caused by acetylsalicylic acid,"Accidental poisoning caused by other nonopioid analgesics, antipyretics and antirheumatics|Accidental poisoning caused by antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified|Accidental poisoning caused by narcotics and psychodysleptics [hallucinogens], not elsewhere classified|Accidental poisoning caused by other drugs acting on the autonomic nervous system|Accidental poisoning caused by other and unspecified drugs, medicaments and biological substances"
2026-03-05T11:09:10.600019,deepseek-chat,set2,Product containing only nicotinic acid,Medicinal product containing only nicotinic acid (substance),Medicinal Product,Fully defined,,,Medicinal product containing only nicotinamide|Medicinal product containing only inositol nicotinate,
2026-03-05T11:09:14.489238,deepseek-chat,set2,Dimethyl-ether propane,2-Methoxypropane,Chemical compound,Primitive,,,,Dimethyl ether|Diethyl ether|Methyl ethyl ether
2026-03-05T11:09:18.759388,deepseek-chat,set2,Nipple sharing technique,Nipple sharing technique,Surgical procedure,Fully defined,,,Nipple-areola complex reconstruction|Nipple tattooing|Nipple grafting,
2026-03-05T11:09:25.171114,deepseek-chat,set2,Accidental clorazepate poisoning,"Clorazepate poisoning, accidental",Disease or Syndrome,Primitive,Accidental poisoning by benzodiazepines|Clorazepate overdose,"Accidental poisoning by drugs, medicaments and biological substances|Benzodiazepine poisoning",Accidental clorazepate poisoning in child|Accidental clorazepate poisoning in adult,Accidental diazepam poisoning|Accidental alprazolam poisoning|Accidental lorazepam poisoning
2026-03-05T11:09:30.751859,deepseek-chat,set2,Fetal disorder due to persistent occipito-posterior malposition during labor,Persistent occiput posterior malposition affecting fetus,Disorder,Primitive,,,,Fetal disorder due to breech presentation during labor|Fetal disorder due to face presentation during labor|Fetal disorder due to brow presentation during labor
2026-03-05T11:09:36.048949,deepseek-chat,set2,Carnitine acylcarnitine translocase deficiency,Carnitine-acylcarnitine translocase deficiency,Disease or Syndrome,Primitive,Fatty Acid Oxidation Disorder|Inborn Error of Metabolism,Metabolic Disease,None,Carnitine palmitoyltransferase I deficiency|Carnitine palmitoyltransferase II deficiency|Primary carnitine deficiency
2026-03-05T11:09:41.247514,deepseek-chat,set2,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,Revision of gastrojejunostomy with partial gastrectomy,Procedure,Primitive,Gastrectomy procedure|Revision of anastomosis of stomach,Excision - Stomach|Repair of stomach,(No stated narrower concepts),Revision of gastrojejunostomy|Partial gastrectomy
2026-03-05T11:09:47.188249,deepseek-chat,set2,Abnormal radial pulse,Abnormal radial pulse,Finding,Primitive,,Peripheral vascular finding,Bounding radial pulse|Feeble radial pulse|Irregular radial pulse|Thready radial pulse,Abnormal carotid pulse|Abnormal femoral pulse|Abnormal popliteal pulse
2026-03-05T11:09:53.849106,deepseek-chat,set2,Accident due to heat in drying room,Heat-related accident in drying room,Event,Primitive,Heat-related accident,Occupational accident|Thermal accident,Explosion due to heat in drying room,Accident due to chemical spill in drying room|Accident due to electrical fault in drying room
2026-03-05T11:09:59.041727,deepseek-chat,set2,Disease caused by Trichinelloidea,Trichinellosis,Disease or Disorder,Primitive,Helminthiasis|Parasitic disease,Infectious disease|Animal disease,Intestinal trichinellosis|Parenteral trichinellosis,Ascariasis|Enterobiasis|Trichuriasis|Hookworm disease|Strongyloidiasis
2026-03-05T11:10:05.306806,deepseek-chat,set2,Cervical anterior longitudinal ligament sprain,Cervical anterior longitudinal ligament sprain,Injury or Poisoning,Primitive,Cervical ligament sprain,Cervical spine injury,Chronic cervical anterior longitudinal ligament sprain,Thoracic anterior longitudinal ligament sprain|Lumbar anterior longitudinal ligament sprain
2026-03-05T11:10:14.322538,deepseek-chat,set2,Entire costal groove of eighth rib,Entire costal groove of eighth rib,Anatomical structure,Primitive,Entire anatomical line,Eighth rib bone|Anatomical line,,Entire costal groove of second rib|Entire costal groove of third rib|Entire costal groove of fourth rib|Entire costal groove of fifth rib|Entire costal groove of sixth rib|Entire costal groove of seventh rib|Entire costal groove of ninth rib|Entire costal groove of tenth rib|Entire costal groove of eleventh rib|Entire costal groove of twelfth rib
2026-03-05T11:10:22.395784,deepseek-chat,set2,Myxopapillary ependymoma of brain,Myxopapillary ependymoma of brain,Neoplastic Process,Fully defined,Ependymoma of brain|Myxopapillary ependymoma,Ependymoma|Glioma of brain|Neoplasm of brain,Recurrent myxopapillary ependymoma of brain|Anaplastic myxopapillary ependymoma of brain,"Ependymoma of brain, NOS|Anaplastic ependymoma of brain|Subependymoma of brain|RELA fusion-positive ependymoma of brain"
2026-03-05T11:10:29.376936,deepseek-chat,set2,Repositioning of cardioverter/defibrillator leads,"Lead Repositioning, Cardiac Implantable Electronic Device",Therapeutic or Preventive Procedure,Primitive,Cardiac Implantable Electronic Device Revision|Lead Revision,"Reoperation|Surgical Procedure, Operative|Device Removal and Replacement",Atrial Lead Repositioning|Ventricular Lead Repositioning|Defibrillation Lead Repositioning,"Lead Extraction, Cardiac|Lead Replacement, Cardiac|Lead Revision, Cardiac|Generator Replacement"
2026-03-05T11:10:36.497667,deepseek-chat,set2,Buttiauxella brennerae,Buttiauxella brennerae,Organism,Primitive,Buttiauxella,Enterobacteriaceae|Gammaproteobacteria,Buttiauxella brennerae subsp. brennerae|Buttiauxella brennerae subsp. gaviniae,Buttiauxella agrestis|Buttiauxella ferragutiae|Buttiauxella gaviniae|Buttiauxella izardii|Buttiauxella noackiae|Buttiauxella warmboldiae
2026-03-05T11:10:42.482545,deepseek-chat,set2,Position of testicle,Testicular Position,Clinical Finding,Primitive,Male genitalia finding,Reproductive system finding,Retractile testis|Scrotal testis|Undescended testis,Testicular consistency|Testicular morphology
