timestamp,concept_term,snomed_id,fsn,semantic_tag,definition_status,parents,grandparents,children,siblings
2026-02-12T18:59:26.096398,Bathing of skin of free upper limb,1234843005,Bathing of skin of free upper limb (procedure),procedure,Fully defined,Procedure on skin of upper extremity|Bathing procedures,Procedure on skin|Personal hygiene interventions|Procedure on upper extremity,"Bathing of skin of hand|Washing both upper arms, forearms and hands",Application of skin traction to upper limb|Manipulation of skin of upper extremity|Washing of chest|Examination of thumbnail|Bathing of skin of foot|Procedure on skin of axilla|Procedure on fingernail|Daily bathing|Washing back|Operation on skin of upper extremity|Examination of fingernail|Checking bath water temperature|Bathing patient|Bathing perineal area|Self-care assistance: bathing/hygiene|Preparation of shower bath|Assistance with use of bidet|Removal of suture from skin of upper limb|Washing of bilateral lower limbs
2026-02-12T18:59:33.882636,Primary hyperparathyroidism,36348003,Primary hyperparathyroidism (disorder),disorder,Primitive,Hyperparathyroidism,Disorder of parathyroid gland|Increased hormone secretion,Familial hyperparathyroidism|Parathyroid hyperplasia|Normocalcemic primary hyperparathyroidism,Tertiary hyperparathyroidism|Hyperparathyroidism due to lithium therapy|Ectopic hyperparathyroidism|Secondary hyperparathyroidism|Hyperparathyroidism due to intestinal malabsorption|Neonatal hyperparathyroidism
2026-02-12T18:59:43.027143,Ultrasonography of soft tissue of wrist region,438491001,Ultrasonography of soft tissue of craniofacial region (procedure),procedure,Primitive,US scan of head|Ultrasonography of soft tissue,Imaging of head|Ultrasound procedure on topographic region|Imaging of soft tissue|Ultrasound studies by site,,Injection of bursa using ultrasound guidance|Endoscopic ultrasonography of peritoneum|US of tendon|US scan and aspiration of salivary glands|Midliner US scan|Endoscopic neurolysis of celiac plexus using ultrasound guidance|Ultrasonography of soft tissues of back|Ultrasonography of cranial cavity|Orbital B scan|US scan of face|Ultrasonography guided percutaneous embolization of thoracic duct|US scan of orbits|Ultrasonography of brachial plexus|Ultrasonography of tendon sheath|US scan of diaphragm|Ultrasonography of soft tissue mass|Ultrasonography of soft tissue of neck|Ultrasonography guided puncture and aspiration of skin|Ultrasonography of plantar fascia|US brain scan|Ultrasonography of head and neck|Intracranial intravascular ultrasound|US scan of orthopedic soft tissues|Ultrasonography of fetal head|Ultrasound of inner ear|Biopsy of soft tissue using ultrasound guidance|Celiac plexus block using ultrasound guidance|Doppler ultrasonography of ophthalmic artery|US scan of salivary glands|Ultrasonography of nasal sinus|Transcranial Doppler ultrasonography|US scan of psoas|Ultrasonography guided suprascapular nerve block|Ultrasonography guided marking of skin over small saphenous vein|Ultrasonography of oral cavity|Doppler ultrasonography of temporal artery|Ultrasound study of eye|US skull scan|Ultrasonography of sciatic nerve|Endoanal ultrasound examination of rectal sphincter|US measurement of skin thickness|Ultrasonography of head by open fontanel acoustic window|Ultrasonography of scalp|Ultrasound angiography|US scan of soft tissues of arm|Aspiration of ganglion cyst of foot using ultrasound guidance
2026-02-12T18:59:53.476739,Standing tolerance,311463005,Standing tolerance (observable entity),observable entity,Primitive,Feature of standing balance,Balance observable,,
2026-02-12T19:00:03.052502,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,317145007,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule (clinical drug),clinical drug,Fully defined,Alverine only product in oral dose form,Alverine-containing product in oral dose form|Alverine only product,,Alverine citrate 60 mg oral capsule
2026-02-12T19:00:10.537571,Structure of temporomandibular articulation vein,152612004,Structure of temporomandibular articulation vein (body structure),body structure,Primitive,Structure of tributary of superficial temporal vein,Structure of scalp vein|Structure of half of scalp lateral to midsagittal plane,Entire temporomandibular articulation vein,Structure of anterior auricular vein|Entire tributary of superficial temporal vein|Structure of middle temporal vein|Structure of transverse facial vein
2026-02-12T19:00:20.663015,Closed comminuted fracture of proximal phalanx of finger,1255277009,Closed comminuted fracture of proximal phalanx of finger (disorder),disorder,Fully defined,Closed comminuted fracture of phalanx of finger|Closed fracture finger proximal phalanx,Closed fracture of phalanx of finger|Fracture of proximal phalanx of finger|Comminuted fracture of phalanx of finger,,"Closed fracture of proximal phalanx of index finger|Closed fracture finger proximal phalanx, base|Closed fracture finger proximal phalanx, head|Closed fracture of proximal phalanx of ring finger|Closed comminuted fracture of distal phalanx of finger|Closed fracture finger proximal phalanx, shaft|Closed fracture finger proximal phalanx, neck|Closed fracture of proximal phalanx of little finger|Closed comminuted fracture of middle phalanx of finger|Closed fracture of proximal phalanx of middle finger|Closed fracture of proximal phalanx of multiple fingers"
2026-02-12T19:00:36.116163,Choroidal retinal neovascularization,75971007,Choroidal retinal neovascularization (disorder),disorder,Fully defined,Neovascularization of eye|Lesion of eye|Soft tissue lesion|Disorder of ocular blood vessel|Disorder of choroid of eye,Vascular disorder|Disorder of soft tissue|Globe finding|Choroid finding|Anomaly of eye|Disorder of eye region|Disorder of uveal tract|Disorder of posterior segment of eye,Polypoidal choroidal vasculopathy|Peripapillary choroidal neovascular membrane|Extramacular choroidal neovascular membrane|Polypoidal neovascularization of choroid of eye|Neovascularization of choroid of right eye|Ocular histoplasmosis syndrome|Neovascularization of choroid of left eye|Idiopathic choroidal neovascular membrane|Extrafoveal choroidal neovascularization|Occult choroidal neovascular membrane|Classic choroidal neovascular membrane|Juxtafoveal choroidal neovascularization|Subfoveal choroidal neovascular membrane|Myopic choroidal neovascularization,"Ecchymosis of floor of mouth|Sprain of ligament of cricothyroid joint|Chorioretinal infarction|Adhesion of ciliary body|Lesion of cornea|Complete tear, hip ligament|Herpes simplex necrotizing stromal keratitis|Lesion of left lumbosacral nerve root|Neovascularization of eye due to hemispheric retinal vein occlusion|Neoplasm of soft tissue|Oral lesion co-occurrent with reactive arthritis triad|Congenital fold of posterior segment of eye|Choroid tubercles|Vascular graft aneurysm|Thrombosis of blood vessel|Omental infarction|Avulsion of eye|Ischemic neuropathy|Degenerative tear of triangular fibrocartilage complex of wrist|Melanin pigmentation of eye|Pulp abscess of thumb|Congenital anomaly of choroid|Neovascularization of right eye|Choroid scar|Tendon strain|Traumatic injury of left popliteal vein|Lesion of sclera|Intestinal epithelial dysplasia|Peripancreatic hematoma|Open spinal dislocation with complete lumbar cord lesion|Open wound of eyeball|Calcification of thoracic disc|Choroidal detachment|Ocular sarcoidosis|Lesion of great auricular nerve|Hematoma of broad ligament|Lesion of hymen|Degloving injury|Double aortic arch with right arch dominant and coarctation of left arch|Arteriovenous graft rupture|Crush injury of peripheral nerve|Proliferative retinopathy|Supraclavicular nerve injury|Central areolar choroidal sclerosis|Synovial cyst|Zonular disruption|Burn of eye proper|Acquired anterior capsular pigmentation|Vascularization of cornea|Choroidal fold|Ocular albinism|Perforating injury of eyeball|Stricture of pulmonary vessel|Injury of peritoneum without open wound into abdominal cavity|Lesion of conjunctiva|Avulsion of femoral attachment|Contusion of omentum|Retinal neovascularization|Choroidal degeneration|Pachychoroid pigment epitheliopathy|Closed fracture acetabulum, anterior lip alone|Concussion of cervical spinal cord|Cataract|Congenital pigmentation of lens|Dysplasia of blood vessel of kidney|Choroidal ischemia|Hypertensive choroidopathy|Ulcerative mucositis of vulva|Interarytenoid leukoplakia|Vitreous detachment|Adhesion of pupillary membrane|Axonotmesis of peripheral nerve|Traumatic enucleation of eye|Neovascularization of left eye|Lesion of lip|Open fracture acetabulum, posterior lip alone|Contusion of soft palate|Open division hip ligament|Atresia of pupil|Traumatic cyclodialysis|Peritoneal fibrosis|Keratinization of ocular surface|Neovascularization of iridocorneal angle|Vitreous opacities|Lesion of trigeminal ganglion|Nontraumatic compartment syndrome of lower limb|Abscess of pouch of Douglas|Injury of choroid|Acute injury of posterior cruciate ligament|Pulp abscess of finger|Chorioretinal disorder|Lesion of joint capsule of knee region|Saccular dilatation of left superior caval vein|Hematoma of floor of mouth|Neovascularization of eye due to juvenile central retinal vein occlusion|Acquired hypopigmentation of choroid|Anterior chamber fibrosis|Avulsion of vitreous base|Acute injury of anterior cruciate ligament|Lesion of thoracic spinal cord due to subluxation of joint of thoracic spine|Full thickness burn|Contusion of lumbar cord|Rupture of globe|Lesion of iris|Choroidal hemorrhage|Pulmonary capillary hemangiomatosis|Choroidal dystrophy|Open division, thyroid cartilage ligament|Sprain of interphalangeal joint of finger of right hand|Coloboma of eye|Lesion of thoracic spinal nerve root|Blunt injury of eye|Traumatic entrapment of eyeball|Calcium deposits in tendon|Oral wart|Cyst of eye proper|Blood clot in eye|Dysplasia of eye|Iris roseola|Rubeosis iridis|Asteroid hyalosis|Choroidal infarct|Avulsion of tibial attachment|Occlusion of pupil|Glaucoma due to ocular trauma|Laceration of fascia of neck|Vascular-biliary fistula|Congenital oculocutaneous hypopigmentation|Strain of fascia of lower back|Closed injury of eyeball|Superficial injury of eye|Stromal corneal pigmentation|Lesion of retina|Dehiscence of tendon repair|Traumatic injury of mesenteric artery|Arterial aneurysm|Upper limb nerve lesion|Retinal vascular disorder|Vascular ring with left aortic arch and retroesophageal right descending aorta and right arterial duct arising from aortic diverticulum and aberrant right subclavian artery|Soft tissue lesion of pelvic region|Choroidal granuloma|Aqueous humor misdirect|Damage to broad ligament following ectopic pregnancy|Strain of fascia of abdomen|Laceration of fascia of abdomen|Iris papulosa|Corneal stromal wound|Congenital vascular anomaly of eye|Choroidal hemorrhage and rupture|Hydrocele of canal of Nuck|Perforation of intraocular lens|Lumbosacral plexus lesion|Glaukomflecken|Pancreatic and peripancreatic necrosis|Punctate inner choroidopathy|Contusion of mesentery|Neoplasm of eye proper|Phimosis of lens capsule|Zonular dehiscence|Mechanical breakdown of intraocular lens|Pulmonary arteriovenous aneurysm|Occlusion of artery|Choroiditis|Avulsion of cruciate ligament insertion|Ocular fistula causing hypotony of eye|Exfoliation of lens capsule|Damage to broad ligament following molar pregnancy|Abscess of eye|Bullous eruption of pharynx|Focal choroiditis|Necrosis of the pulp|Soft tissue lesion of shoulder region|Choristoma of eye proper|Laceration of fascia of triceps brachii|Congenital ectopic lens|Complete lesion of cervical spinal cord|Stenosis of sublingual duct|Volar plate injury, thumb, interphalangeal joint|Ectopic pupil|Abscess of tendon|Transection of lumbar cord|Accidental laceration of a blood vessel during a procedure|Omental cyst|Congenital hypopigmentation of choroid|Disruption of ciliary body|Neoplasm of choroid|Avulsion of soft palate|Abscess of aorta"
2026-02-12T19:00:43.461135,Microunit/milliliter,258952008,Microunit/milliliter (qualifier value),qualifier value,Primitive,Units per unit volume,General unit of biological and biochemical measurement,,Trillion/milliliter|u/m3|Million/milliliter|U/dL|mU/L|U/mL|kU/L|U/m2|U/L|mU/mL
2026-02-12T19:00:53.379655,Unable to use a non-speech system for communication,288594008,Unable to use a non-speech system for communication (finding),finding,Fully defined,Unable to use non-verbal communication|Finding related to ability to use a non-speech system for communication,Finding related to ability to use non-verbal communication|Unable to communicate,,Unable to use body language|Does not use a non-speech system for communication|Does use a non-speech system for communication|Able to use a non-speech system for communication|Difficulty using a non-speech system for communication
2026-02-12T19:01:04.975268,Chronic infective pericarditis,233886008,Chronic infective pericarditis (disorder),disorder,Fully defined,Infectious pericarditis|Chronic pericarditis|Chronic infectious disease,Infectious disease of cardiovascular system|Infectious disease|Chronic inflammatory disorder|Chronic disease|Chronic disease of cardiovascular system|Pericarditis,,Chronic pelvic inflammatory disease|Chronic suppurative otitis media caused by Aspergillus|Chronic Epstein-Barr virus infection syndrome|Pericarditis due to infectious mononucleosis|Chronic plaque-like oral candidiasis|Chronic urinary tract infection|Chronic purulent otitis media|Chronic clonorchiasis|PAPASH syndrome|Chronic infectious pancreatitis|Secondary syphilis relapse|Chronic pyometra|Chronic chlamydial follicular conjunctivitis|Progressive internal resorption of tooth caused by bacteria|Chronic osteomyelitis|Chronic infective rhinitis|Chronic pulmonary blastomycosis|Chronic herpes simplex|Chronic viral carditis|Bancroftian elephantiasis|Anal furunculosis|Chronic effusive pericarditis|Chronic gastritis caused by Helicobacter heilmannii|Chronic pharyngeal candidiasis|Pericarditis secondary to myxedema|Chronic adhesive pericarditis|Onchocercal elephantiasis|Chronic coalescent cutaneous lobomycosis|Favus caused by Trichophyton schoenleinii|Chronic mucocutaneous candidiasis|Infection-associated membranous nephropathy|Chronic active Epstein-Barr virus infection of T- and NK-cell type infection systemic form|Chronic pulmonary aspergillosis|Tick-borne relapsing fever|Congenital syphilitic chronic coryza|Chronic disseminated classical histoplasmosis|Chronic bacterial endocarditis|Focal segmental glomerulosclerosis with infectious disease|Relapsing viral hepatitis|Chronic candidiasis of vagina during pregnancy|Infective constrictive pericarditis|Furunculosis of external auditory meatus|Mycotic pericarditis|Chronic aspergillosis of paranasal sinus|Mucopurulent chronic bronchitis|Chronic Timorian filariasis|Periendocarditis due to infection|Favus caused by Trichophyton gallinae|Chronic papular onchodermatitis|Chronic pulmonary coccidioidomycosis|Chronic infective balanitis|Bacterial pericarditis|Chronic pneumonia|Chronic gonorrhea|Chronic rheumatic pericarditis|Chronic dentine dental caries|Chronic pulmonary histoplasmosis|Chronic obstructive pulmonary disease with acute lower respiratory infection|Gangosa of yaws|Protracted bronchitis caused by bacterium|Chronic Chagas' disease|Chronic necrotizing ulcerative gingivitis|Relapsing fever caused by Borrelia recurrentis|Prostatitis category II|Chronic congenital cytomegalic inclusion disease|Chronic abscess of female pelvis|Chronic infectious disease of central nervous system|Chronic infective otitis externa|Botryomycosis|Malayan elephantiasis|Chronic suppurative melioidosis|Tinea favosa|Chronic multifocal candidiasis of mouth|Chronic viral hepatitis C with hepatic coma|Siegler Brewer Carey syndrome|Mycetoma|Infectious cirrhosis|Chronic paronychia|Chronic infective arthritis|Chronic enamel dental caries|Chronic infection as complication of amputation|Chronic bancroftian lymphadenitis|Chronic fungal laryngitis|Chronic viral hepatitis|Chronic infection of amputation stump|Chronic amebiasis|Chronic gastritis caused by Helicobacter pylori|Infective dermatitis associated with human T-cell lymphotropic virus 1 infection|Chronic postoperative bacterial endophthalmitis|Acute infective pericarditis|Chronic intestinal isosporiasis|Chronic tuberculosis|Chronic parametritis and pelvic cellulitis|PASS syndrome|Chronic disseminated candidiasis|Chronic Q fever|Chronic Malayan filariasis|Chronic gastric ulcer caused by Helicobacter pylori|Chronic constrictive pericarditis|Chronic intestinal cryptosporidiasis
2026-02-12T19:01:17.246840,Accidental poisoning caused by salicylates,216471009,Accidental poisoning caused by salicylates (disorder),disorder,Fully defined,Accidental poisoning by analgesic|Poisoning by salicylate,Accidental poisoning|Poisoning by analgesic drug|Poisoning by nonopioid analgesic,Accidental poisoning by aspirin|Accidental 5-aminosalicylic acid poisoning,Accidental mefenamic acid poisoning|Accidental acetaminophen poisoning|Accidental ketamine poisoning|Accidental tenoxicam poisoning|Accidental tiaprofenic acid poisoning|Accidental poisoning by ketoprofen|Accidental nabumetone poisoning|Accidental fenbufen poisoning|Accidental ketorolac poisoning|Accidental buprenorphine poisoning|Accidental poisoning by heroin|Accidental flurbiprofen poisoning|Accidental poisoning by naproxen|Salicylate overdose|Accidental poisoning by opium|Accidental meptazinol poisoning|Accidental sulindac poisoning|Intentional salicylic acid salt poisoning|Accidental piroxicam poisoning|Accidental dipipanone poisoning|Accidental dextromoramide poisoning|Poisoning caused by aspirin|Accidental felbinac poisoning|Accidental azapropazone poisoning|Accidental poisoning by methadone|Accidental phenazocine poisoning|Accidental levorphanol poisoning|Accidental fenoprofen poisoning|Accidental poisoning by pethidine|Accidental poisoning by dihydrocodeine|Accidental nefopam poisoning|Accidental dextropropoxyphene poisoning|Accidental levomeprazine poisoning|Accidental poisoning by aminophenazone|Accidental poisoning by morphine|Accidental tolmetin poisoning|Accidental nalbuphine poisoning|Accidental poisoning by codeine|Accidental poisoning by acetanilide|Metabolic acidosis caused by salicylate|Accidental alfentanil poisoning|Accidental poisoning by ibuprofen|Accidental poisoning by phenylbutazone|Accidental acemetacin poisoning|Accidental fentanyl poisoning|Accidental poisoning by indomethacin|Accidental oxyphenbutazone poisoning|5-aminosalicylic acid poisoning|Accidental poisoning by pyrabital|Accidental etodolac poisoning|Accidental diclofenac poisoning|Accidental overdose of non-opiate analgesics|Accidental phenoperidine poisoning|Accidental poisoning by pentazocine
2026-02-12T19:01:29.126601,Product containing only nicotinic acid,768628008,Product containing nicotinic receptor antagonist (product),product,Fully defined,Acetylcholine receptor antagonist-containing product|Ganglion blocker-containing product,Autonomic agent|Medicinal product categorized by disposition,Trimethaphan-containing product|Mecamylamine-containing product|Tubocurarine-containing product,Muscarinic receptor antagonist-containing product|Iobenguane (123-I)-containing product|Iobenguane (131-I)-containing product
2026-02-12T19:01:37.106124,Dimethyl-ether propane,396030004,Dimethyl-ether propane (substance),substance,Primitive,Substance with ether structure,Organic compound,,"Phenacetin|Allyl glycidyl ether|Reboxetine|Ethacrynic acid|Phenacaine|Polyethylene glycol alkyl ether|Epichlorohydrin|Dapagliflozin propanediol|Methyl ether|Indomethacin sodium trihydrate|Dextromethorphan polistirex|Apremilast|Dapagliflozin propanediol anhydrous|Mycophenolic acid|Nabumetone|Hexobendine dihydrochloride|Orphenadrine citrate|Firocoxib|1,6-hexanediol diglycidyl ether|Fluroxene|Ticagrelor|Dipropylene glycol methyl ether|Sirolimus|Metaxalone|Cineole|Pramoxine hydrochloride|Phenoxyethanol|2-chloro-1,1,2-trifluoroethyldifluoromethyl ether|2-methoxyethanol|Dichloroethyl ether|Methoxyflurane|Isopropyl ether|Ether|Orphenadrine|Etravirine|Cresylglycidyl ether|Mycophenolate mofetil hydrochloride|Tramadol|Orphenadrine hydrochloride|Dextromethorphan|Dimethyl ether|Fosfomycin sodium|Tiadenol|1,4-butanediol diglycidyl ether|Dextromethorphan hydrobromide|Sevoflurane|Okadaic acid|Fosfomycin tromethamine|Etoglucid|4,4'-oxydi-2-butanol|Dextromethorphan hydrobromide anhydrous|Velpatasvir|Viloxazine hydrochloride|Vinyl ether|N-butyl glycidyl ether|Alkyl phenol polyglycol ether|Pramoxine|Acetal|Sevelamer|Sevelamer hydrochloride|Nimesulide|Viloxazine|Methylchlormethyl ether|Sufentanil|Hexobendine|Diethylene glycol monobutyl ether|Indomethacin sodium anhydrous|Phenyl ether|Erlotinib hydrochloride|Ethylene oxide|Adefovir dipivoxil|Desflurane|Grazoprevir|Propylene glycol monomethyl ether|Dextromethorphan hydrobromide monohydrate|Dapagliflozin|2-ethoxyethanol|Phenyl ether-biphenyl vapor mixture|Sevelamer carbonate|Erlotinib|Indomethacin|1,2-epoxybutane|Mycophenolate mofetil|Hydroquinone monobenzyl ether|Atomoxetine hydrochloride|Isoflurane|Indomethacin sodium|Diglycidyl ether|Tetrahydrofuran|Diethylene glycol monoethyl ether|1-bromo-2,3-epoxypropane|2-methoxyethanol acetate|Adefovir|Empagliflozin|Fosfomycin|Sufentanil citrate|Flurothyl|1,3-dioxolane|Enflurane"
2026-02-12T19:01:46.221815,Nipple sharing technique,261209007,Nipple sharing technique (qualifier value),qualifier value,Primitive,Technique,Qualifier value,,Bladder filling technique|Saline method|Light cure method|Spectrophotometric technique|Submucosal tunnel technique|Altered cast technique|Single bolus|Loss of resistance technique|Explant technique|Genotype determination|MCHC (erythrocyte mean corpuscular hemoglobin concentration) calculation technique|Pattern onset/offset stimulation technique|Immediate spin technique|Liberally|Microbiological method|With ureteric peristalsis analysis|Transmission|Direct vision technique|Distance measurement of six minute walk technique|Solid phase immune technique|Pressure controlled method|Tests|Assay technique|Ultraviolet absorption|Venereal Disease Research Laboratory technique|Flap valve technique|RDW (erythrocyte distribution width) calculation technique|Agglutination technique|Direct application technique|Continuous withdrawal technique|Transarterial technique|Gently|Pressure triggering|Dual cure method|Transluminal prosthetic method|Microvascular|Intravascular confirmation method|Intravenous piggyback technique|Helium single breath technique|Polymerase chain reaction technique|Detecting without classifying|Nitrocefin method|With GFR|Line placement technique|Vapor pressure depression|Manual method|Spectrometry technique|Conductivity technique|Single tetany technique|Continuous infusion|Blood aspiration technique|Maclure technique|Powered method|Equilibration method|Helium steady state technique|Impulse|Coombs test|Freezing point depression|Implant technique|Forward sliding|Ribonucleic acid extraction technique|Sequence specific primers-polymerase chain reaction|Imaging technique|Near reading technique|Volume controlled method|Heel bounce|Flow triggering|Dent sleeve technique|Deoxyribonucleic acid extraction technique|Constant acceleration technique|Chromogenic in situ hybridization technique|Lateralizing technique|PMV (platelet mean volume) calculation technique|Patient cycled method|Numeric estimation technique|Agarose technique|Refractometry|Provocation technique|Acquisition technique|Position change|Washing of swabs|Molecular nucleic acid amplification technique|Peritoneal dialysis technique|Wet preparation technique|Acidometric method|Routine - numeric estimation technique|Rapid plasma reagin technique|Occlusive dressing technique|Mitrofanoff technique|Injection technique|Suturing techniques|Intermittent administration|Neutral zone|Potentiometry technique|Extracorporeal technique|High pressure liquid chromatography|Self-cure method|Counseling strategy|Restriction fragment length polymorphism technique
2026-02-12T19:01:56.191578,Accidental clorazepate poisoning,1145076003,Accidental clorazepate poisoning (disorder),disorder,Fully defined,Clorazepate poisoning|Accidental poisoning by sedative,Poisoning caused by sedative|Accidental poisoning by psychotropic agent|Poisoning by benzodiazepine-based tranquilizer,Accidental clorazepate overdose,Accidental poisoning by chloral hydrate|Accidental triclofos poisoning|Accidental clobazam poisoning|Accidental poisoning by barbitone|Clorazepate overdose|Accidental lormetazepam poisoning|Accidental methylphenobarbitone poisoning|Accidental zopiclone poisoning|Accidental overdose of benzodiazepine|Accidental buspirone poisoning|Accidental zolpidem poisoning|Accidental chlormethiazole poisoning|Accidental ketazolam poisoning|Accidental poisoning by diazepam|Accidental poisoning by medazepam|Accidental midazolam poisoning|Accidental poisoning by chlordiazepoxide|Accidental poisoning by methaqualone|Accidental dichloralphenazone poisoning|Accidental alprazolam poisoning|Accidental poisoning by pentobarbitone|Accidental bromazepam poisoning|Accidental flunitrazepam poisoning|Accidental oxazepam poisoning|Accidental chlormezanone poisoning|Accidental poisoning caused by carbromal|Accidental poisoning by lorazepam|Accidental triazolam poisoning|Accidental poisoning by meprobamate|Accidental poisoning by flurazepam|Accidental poisoning by paraldehyde|Accidental butabarbitone overdose|Accidental clonazepam poisoning|Accidental loprazolam poisoning|Intentional clorazepate poisoning|Accidental poisoning by temazepam|Accidental poisoning by nitrazepam|Accidental poisoning by glutethimide|Accidental cyclobarbitone poisoning|Accidental poisoning by amobarbital|Accidental poisoning by quinalbarbitone|Accidental prazepam poisoning|Accidental methyprylone poisoning
2026-02-12T19:02:04.023272,Fetal disorder due to persistent occipito-posterior malposition during labor,1263632004,Fetal disorder due to persistent occipito-posterior malposition during labor (disorder),disorder,Fully defined,Fetal disorder due to maternal disorder of labor,Fetal intrapartum disorder|Fetal disorder due to maternal disorder during pregnancy,,Fetal disorder due to hypertonic uterine dysfunction|Fetal disorder due to hypotonic uterine dysfunction|Disorder of fetus due to long labor|Fetal disorder due to maternal disorder of delivery|Disorder of fetus due to uterine dystocia
2026-02-12T19:02:11.247900,Carnitine acylcarnitine translocase deficiency,238003000,Carnitine acylcarnitine translocase deficiency (disorder),disorder,Primitive,Fatty acid oxidation defect,Autosomal recessive hereditary disorder|Disorder of fatty acid metabolism,,Renal carnitine transport defect|Mitochondrial trifunctional protein deficiency|Acyl-CoA dehydrogenase deficiency|Deficiency of 3-hydroxyacyl-CoA dehydrogenase|Carnitine palmitoyltransferase I deficiency|Carnitine palmitoyltransferase II deficiency|Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
2026-02-12T19:02:18.787830,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,55718003,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy (procedure),procedure,Primitive,Revision of gastrojejunostomy,Revision|Operative procedure on digestive organ,,Revision of gastrojejunal anastomosis with reconstruction with vagotomy|Revision of gastrojejunal anastomosis with reconstruction with bowel resection
2026-02-12T19:02:26.248630,Abnormal radial pulse,39435002,Abnormal radial pulse (finding),finding,Fully defined,Abnormal peripheral pulse,Finding of peripheral pulse|Abnormal pulse,Arm elevation obliterates radial pulse|Arm traction obliterates radial pulse,Anterior tibial pulse monophasic|Abnormal femoral pulse|Brachiofemoral delay|Posterior tibial pulse biphasic|Abnormal ulnar pulse|Radiofemoral delay|Anterior tibial pulse biphasic|Posterior tibial pulse monophasic|Abnormal foot pulse|Abnormal popliteal pulse|Abnormal ankle pulse
2026-02-12T19:02:34.148042,Accident due to heat in drying room,217596003,Accident due to heat in drying room (event),event,Primitive,Accident due to heat of man-made origin,Accidents due to excessive heat,,Accident due to heat in factory|Accident due to heat in kitchen|Accident due to heat generated in transport vehicle|Accident due to heat in boiler room
2026-02-12T19:02:41.143076,Disease caused by Trichinelloidea,105700009,Disease caused by Trichinelloidea (disorder),disorder,Fully defined,Infection caused by Nematoda,Infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,Infection by Trichosomoides|Infection by Anatrichosoma|Capillaria aerophila chest infection|Capillaria infection|Infection caused by Trichinella|Trichuriasis,Disease caused by Oxyuroidea|Disease caused by Rhabdiasoidea|Disease caused by Strongyloidea|Disease caused by Syngamidae|Cerebrospinal nematodiasis|Disease caused by Heterocheiloidea|Disease caused by Ancylostomatoidea|Disease caused by Ascaridoidea|Disease caused by Syphacioidea|Infection caused by Toxocara|Disease caused by Trichostrongyloidea|Tissue nematode infection|Disease caused by Heterakoidea|Disease caused by Dioctophymatoidea|Disease caused by Protostrongyloidea|Disease caused by Spiruroidea|Disease caused by Metastrongyloidea|Disease caused by Rhabditoidea|Pulmonary nematodiasis|Disease caused by Filarioidea|Intestinal nematode infection|Infection by Nippostrongylus|Infection by Neoascaris|Disease caused by Thelazioidea
2026-02-12T19:02:48.593023,Cervical anterior longitudinal ligament sprain,209559008,Cervical anterior longitudinal ligament sprain (disorder),disorder,Fully defined,Cervical spine sprain,Neck sprain|Sprain of spinal ligament|Injury to ligament of cervical spine,,Atlanto-occipital joint sprain|Atlantoaxial joint sprain
2026-02-12T19:02:58.210900,Entire costal groove of eighth rib,21696003,Entire costal groove of eighth rib (body structure),body structure,Primitive,Entire costal groove|Structure of costal groove of eighth rib,Bone structure of eighth rib|Structure of costal groove,,Entire costal groove of seventh rib|Entire costal groove of sixth rib|Entire costal groove of ninth rib|Entire costal groove of eleventh rib|Entire costal groove of first rib|Entire costal groove of third rib|Entire costal groove of twelfth rib|Entire costal groove of fourth rib|Entire costal groove of second rib|Entire costal groove of fifth rib|Entire costal groove of tenth rib
2026-02-12T19:03:10.306040,Myxopapillary ependymoma of brain,1197306009,Myxopapillary ependymoma of brain (disorder),disorder,Fully defined,Low grade glioma of brain|Neoplasm of uncertain behavior of brain|Ependymoma of brain,Ependymoma of central nervous system|Glial tumor of brain|Neoplasm of brain|Neoplasm of uncertain behavior of head|Neoplasm of uncertain behavior of brain and spinal cord,,"Papillary glioneuronal tumor of brain|Low grade astrocytoma of brain|Central neurocytoma of brain|Benign ependymoma of brain|Dysembryoplastic neuroepithelial neoplasm of brain|Benign papilloma of choroid plexus|Neoplasm of uncertain or unknown behavior of brain, infratentorial|Neoplasm of uncertain behavior of cerebral ventricle|Angiocentric glioma of brain|RELA fusion-positive supratentorial ependymoma|Subependymoma of brain|Neoplasm of uncertain or unknown behavior of brain, supratentorial|Ependymoma of cerebrum|Low grade glioma of cerebrum|Rosette-forming glioneuronal neoplasm|Primary ependymoma of brain ventricle|Ependymoma of brain stem|Low grade glioma of cerebellum|Embryonal tumor of brain|Atypical papilloma of choroid plexus|Desmoplastic infantile astrocytoma and ganglioglioma|Low grade glioma of brainstem"
