timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T16:26:27.856605,mistralai/mistral-large-2512,set2,Distal,,,,,,,
2026-03-05T16:26:32.474709,mistralai/mistral-large-2512,set2,Chronic,,,,,,,
2026-03-05T16:26:37.277457,mistralai/mistral-large-2512,set2,Determination of prognosis,,,,,,,
2026-03-05T16:26:42.147999,mistralai/mistral-large-2512,set2,Anaphylaxis,,,,,,,
2026-03-05T16:26:46.721196,mistralai/mistral-large-2512,set2,Structure of ischiogluteal bursa of right hip,,,,,,,
2026-03-05T16:26:51.625612,mistralai/mistral-large-2512,set2,Does not cut own nails,,,,,,,
2026-03-05T16:26:57.721883,mistralai/mistral-large-2512,set2,Laceration of right brachial artery,,,,,,,
2026-03-05T16:27:00.962195,mistralai/mistral-large-2512,set2,Date sample received in laboratory,,,,,,,
2026-03-05T16:27:05.333009,mistralai/mistral-large-2512,set2,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency,,,,,,,
2026-03-05T16:27:08.917078,mistralai/mistral-large-2512,set2,Product containing only ezetimibe and rosuvastatin,,,,,,,
2026-03-05T16:27:14.754397,mistralai/mistral-large-2512,set2,Alpha>1< anti-trypsin isotype MZ,,,,,,,
2026-03-05T16:27:18.439883,mistralai/mistral-large-2512,set2,2-dehydro-3-deoxy-L-pentonate aldolase,,,,,,,
2026-03-05T16:27:21.785955,mistralai/mistral-large-2512,set2,Thiourea,,,,,,,
2026-03-05T16:27:24.592319,mistralai/mistral-large-2512,set2,Protriptyline,Protriptyline Hydrochloride,Pharmacologic Substance,Primitive,Tricyclic Antidepressant|Secondary Amine Tricyclic Antidepressant,Antidepressant|Psychotropic Drug,*None listed*,Amitriptyline|Nortriptyline|Imipramine|Desipramine|Clomipramine|Doxepin|Trimipramine
2026-03-05T16:27:29.705440,mistralai/mistral-large-2512,set2,Use of sling suspension,,,,,,,
2026-03-05T16:27:34.406667,mistralai/mistral-large-2512,set2,Insulin receptor defect,,,,,,,
2026-03-05T16:27:38.502122,mistralai/mistral-large-2512,set2,Akinesis of basal anterior segment of left cardiac ventricle,,,,,,,
2026-03-05T16:27:42.735384,mistralai/mistral-large-2512,set2,Bioterrorist attack,,,,,,,
2026-03-05T16:27:46.805497,mistralai/mistral-large-2512,set2,Rickettsia australis,,,,,,,
2026-03-05T16:27:49.876513,mistralai/mistral-large-2512,set2,Computed tomography 3 dimensional reconstruction,,,,,,,
2026-03-05T16:27:54.517182,mistralai/mistral-large-2512,set2,Open reduction of fracture of tarsal bone without internal fixation,,,,,,,
2026-03-05T16:28:00.959322,mistralai/mistral-large-2512,set2,Identification of antibody to red blood cell antigens from Colton system (International Society of Blood Transfusion 015),,,,,,,
2026-03-05T16:28:04.724553,mistralai/mistral-large-2512,set2,Spirometra houghtonii,,,,,,,
2026-03-05T16:28:09.226560,mistralai/mistral-large-2512,set2,Difficulty preparing feed,,,,,,,
2026-03-05T16:28:12.261781,mistralai/mistral-large-2512,set2,Public school,,,,,,,
2026-03-05T16:28:15.782897,mistralai/mistral-large-2512,set2,Assistive electrical shaver adaptor,,,,,,,
2026-03-05T16:28:21.462213,mistralai/mistral-large-2512,set2,Bathing of skin of free upper limb,,,,,,,
2026-03-05T16:28:24.640809,mistralai/mistral-large-2512,set2,Primary hyperparathyroidism,,,,,,,
2026-03-05T16:28:28.159681,mistralai/mistral-large-2512,set2,Ultrasonography of soft tissue of wrist region,,,,,,,
2026-03-05T16:28:32.784674,mistralai/mistral-large-2512,set2,Standing tolerance,,,,,,,
2026-03-05T16:28:36.459161,mistralai/mistral-large-2512,set2,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,,,,,,,
2026-03-05T16:28:40.445869,mistralai/mistral-large-2512,set2,Structure of temporomandibular articulation vein,,,,,,,
2026-03-05T16:28:44.404117,mistralai/mistral-large-2512,set2,Closed comminuted fracture of proximal phalanx of finger,,,,,,,
2026-03-05T16:28:47.849029,mistralai/mistral-large-2512,set2,Choroidal retinal neovascularization,,,,,,,
2026-03-05T16:28:56.652497,mistralai/mistral-large-2512,set2,Microunit/milliliter,,,,,,,
2026-03-05T16:29:01.782862,mistralai/mistral-large-2512,set2,Unable to use a non-speech system for communication,,,,,,,
2026-03-05T16:29:07.130216,mistralai/mistral-large-2512,set2,Chronic infective pericarditis,,,,,,,
2026-03-05T16:29:13.280989,mistralai/mistral-large-2512,set2,Accidental poisoning caused by salicylates,,,,,,,
2026-03-05T16:29:16.047787,mistralai/mistral-large-2512,set2,Product containing only nicotinic acid,,,,,,,
2026-03-05T16:29:19.320339,mistralai/mistral-large-2512,set2,Dimethyl-ether propane,,,,,,,
2026-03-05T16:29:23.623880,mistralai/mistral-large-2512,set2,Nipple sharing technique,,,,,,,
2026-03-05T16:29:28.436372,mistralai/mistral-large-2512,set2,Accidental clorazepate poisoning,,,,,,,
2026-03-05T16:29:33.660150,mistralai/mistral-large-2512,set2,Fetal disorder due to persistent occipito-posterior malposition during labor,,,,,,,
2026-03-05T16:29:37.449522,mistralai/mistral-large-2512,set2,Carnitine acylcarnitine translocase deficiency,,,,,,,
2026-03-05T16:29:40.860778,mistralai/mistral-large-2512,set2,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,,,,,,,
2026-03-05T16:29:45.483483,mistralai/mistral-large-2512,set2,Abnormal radial pulse,,,,,,,
2026-03-05T16:29:48.546061,mistralai/mistral-large-2512,set2,Accident due to heat in drying room,,,,,,,
2026-03-05T16:29:51.692880,mistralai/mistral-large-2512,set2,Disease caused by Trichinelloidea,,,,,,,
2026-03-05T16:29:55.899132,mistralai/mistral-large-2512,set2,Cervical anterior longitudinal ligament sprain,,,,,,,
2026-03-05T16:30:00.385186,mistralai/mistral-large-2512,set2,Entire costal groove of eighth rib,,,,,,,
2026-03-05T16:30:03.786119,mistralai/mistral-large-2512,set2,Myxopapillary ependymoma of brain,,,,,,,
2026-03-05T16:30:08.988530,mistralai/mistral-large-2512,set2,Repositioning of cardioverter/defibrillator leads,,,,,,,
2026-03-05T16:30:13.090720,mistralai/mistral-large-2512,set2,Buttiauxella brennerae,,,,,,,
2026-03-05T16:30:17.795519,mistralai/mistral-large-2512,set2,Position of testicle,,,,,,,
2026-03-05T16:30:23.196835,mistralai/mistral-large-2512,set2,Accidental lomustine poisoning,,,,,,,
2026-03-05T16:30:26.500772,mistralai/mistral-large-2512,set2,Hemangioma of retina of bilateral eyes,,,,,,,
2026-03-05T16:30:29.526487,mistralai/mistral-large-2512,set2,Mandelate racemase,,,,,,,
2026-03-05T16:30:34.901293,mistralai/mistral-large-2512,set2,Structure of rhomboideus thoracis muscle,,,,,,,
2026-03-05T16:30:39.110825,mistralai/mistral-large-2512,set2,Unable to move from lying to sitting,,,,,,,
2026-03-05T16:30:44.066780,mistralai/mistral-large-2512,set2,Contact lens inserter/remover,,,,,,,
2026-03-05T16:30:47.108391,mistralai/mistral-large-2512,set2,Cytosine deaminase,,,,,,,
2026-03-05T16:30:52.010563,mistralai/mistral-large-2512,set2,Atrolysin F,,,,,,,
2026-03-05T16:30:54.286501,mistralai/mistral-large-2512,set2,Entire pupillary margin of iris,,,,,,,
2026-03-05T16:31:02.135636,mistralai/mistral-large-2512,set2,Compression hosiery class II below knee stocking flatbed knit made to measure,,,,,,,
2026-03-05T16:31:05.529245,mistralai/mistral-large-2512,set2,Entire small subcutaneous vein,,,,,,,
2026-03-05T16:31:09.147231,mistralai/mistral-large-2512,set2,Operation on pharynx,,,,,,,
2026-03-05T16:31:14.856909,mistralai/mistral-large-2512,set2,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft,,,,,,,
2026-03-05T16:31:18.151219,mistralai/mistral-large-2512,set2,Product containing only methotrexate,,,,,,,
2026-03-05T16:31:22.341379,mistralai/mistral-large-2512,set2,Wart clinic,,,,,,,
2026-03-05T16:31:26.387107,mistralai/mistral-large-2512,set2,Hemoglobin Dagestan,,,,,,,
2026-03-05T16:31:30.098810,mistralai/mistral-large-2512,set2,Substance,,,,,,,
2026-03-05T16:31:33.040966,mistralai/mistral-large-2512,set2,Family Chlorobiaceae,*Chlorobiaceae*,Bacterial family,Primitive,,,*Prosthecochloris*|*Chloroherpeton*|*Pelodictyon*,*Bacteroidaceae*|*Porphyromonadaceae*|*Prevotellaceae*
2026-03-05T16:31:37.202469,mistralai/mistral-large-2512,set2,Structure of pedicle of axis,,,,,,,
2026-03-05T16:31:43.016910,mistralai/mistral-large-2512,set2,Bone structure of L4,,,,,,,
2026-03-05T16:31:47.602425,mistralai/mistral-large-2512,set2,Lasègue's arm sign,,,,,,,
2026-03-05T16:31:51.287923,mistralai/mistral-large-2512,set2,Neuroendocrine tumor of middle ear,,,,,,,
2026-03-05T16:31:54.654203,mistralai/mistral-large-2512,set2,Extension Namespace {1000194},,,,,,,
2026-03-05T16:31:59.562513,mistralai/mistral-large-2512,set2,Fracture of third rib,,,,,,,
2026-03-05T16:32:05.110046,mistralai/mistral-large-2512,set2,Overriding tricuspid valve,,,,,,,
2026-03-05T16:32:08.457707,mistralai/mistral-large-2512,set2,Cerebellar laceration with open intracranial wound,,,,,,,
2026-03-05T16:32:13.100734,mistralai/mistral-large-2512,set2,Sacral spinal cord injury without bone injury,,,,,,,
2026-03-05T16:32:16.098202,mistralai/mistral-large-2512,set2,Dehydrated hereditary stomatocytosis,,,,,,,
2026-03-05T16:32:19.856415,mistralai/mistral-large-2512,set2,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,,,,,,,
2026-03-05T16:32:23.809554,mistralai/mistral-large-2512,set2,History of mood disorder,,,,,,,
2026-03-05T16:32:28.074361,mistralai/mistral-large-2512,set2,Dislocation of prosthetic joint of elbow,,,,,,,
2026-03-05T16:32:32.866245,mistralai/mistral-large-2512,set2,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,,,,,,,
2026-03-05T16:32:36.172285,mistralai/mistral-large-2512,set2,Unable to wash laundry,,,,,,,
2026-03-05T16:32:41.510991,mistralai/mistral-large-2512,set2,Entire corticothalamic fibers of posterior limb of internal capsule,,,,,,,
2026-03-05T16:32:45.926015,mistralai/mistral-large-2512,set2,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,,,,,,,
2026-03-05T16:32:48.751739,mistralai/mistral-large-2512,set2,Congenital absence of uvula,,,,,,,
2026-03-05T16:32:51.731110,mistralai/mistral-large-2512,set2,Streptococcus pyogenes type emm35,*Streptococcus pyogenes emm35*,Bacterium,Primitive,*Streptococcus pyogenes*|*emm35-positive Streptococcus pyogenes*,*Streptococcus*|*Gram-positive coccus*|*Bacteria*,,*Streptococcus pyogenes emm1*|*Streptococcus pyogenes emm2*|*Streptococcus pyogenes emm3*|*Streptococcus pyogenes emm4*|*(other emm-type Streptococcus pyogenes)*
2026-03-05T16:32:56.458178,mistralai/mistral-large-2512,set2,Fracture of mandible involving dental socket,,,,,,,
2026-03-05T16:33:00.237521,mistralai/mistral-large-2512,set2,Foreign body in skin of finger with infection,,,,,,,
2026-03-05T16:33:04.198902,mistralai/mistral-large-2512,set2,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,,,,,,,
2026-03-05T16:33:07.475308,mistralai/mistral-large-2512,set2,Excisional biopsy of lacrimal sac,,,,,,,
2026-03-05T16:33:11.844191,mistralai/mistral-large-2512,set2,Catatonic posturing,,,,,,,
2026-03-05T16:33:16.774974,mistralai/mistral-large-2512,set2,Structure of palmaris brevis muscle,,,,,,,
2026-03-05T16:33:20.911365,mistralai/mistral-large-2512,set2,Butteroil,,,,,,,
2026-03-05T16:33:25.243833,mistralai/mistral-large-2512,set2,Entire ventral posterolateral nucleus of thalamus,,,,,,,
2026-03-05T16:33:31.785320,mistralai/mistral-large-2512,set2,Anomalous pulmonary venous drainage to right atrium,,,,,,,
2026-03-05T16:33:35.697658,mistralai/mistral-large-2512,set2,Caries of cervical margin of tooth,,,,,,,
2026-03-05T16:33:40.271396,mistralai/mistral-large-2512,set2,Bursitis of shoulder,,,,,,,
2026-03-05T16:33:45.312190,mistralai/mistral-large-2512,set2,Laboratory oven,,,,,,,
2026-03-05T16:33:50.723883,mistralai/mistral-large-2512,set2,Assessment using physical function intensive care unit test,,,,,,,
2026-03-05T16:33:54.520980,mistralai/mistral-large-2512,set2,Oral dyskinesia,,,,,,,
2026-03-05T16:34:03.361756,mistralai/mistral-large-2512,set2,Family Ranidae,True frogs,Family of amphibians,Primitive,,,*Amolops*|*Babina*|*Chalcorana*|*Clinotarsus*|*Hylarana*|*Indosylvirana*|*Lithobates*|*Meristogenys*|*Odorrana*|*Pelophylax*|*Pseudorana*|*Pterorana*|*Rana*|*Sanguirana*|*Staurois*,Bombinatoridae|Bufonidae|Calyptocephalellidae|Ceratobatrachidae|Ceratophryidae|Conrauidae|Cycloramphidae|Dicroglossidae|Heleophrynidae|Hemiphractidae|Hylidae|Hyperoliidae|Leiopelmatidae|Leptodactylidae|Mantellidae|Megophryidae|Micrixalidae|Microhylidae|Myobatrachidae|Nasikabatrachidae|Nyctibatrachidae|Petropedetidae|Phrynobatrachidae|Pipidae|Ptychadenidae|Pyxicephalidae|Rhacophoridae|Rhinodermatidae|Rhinophrynidae|Scaphiopodidae|Sooglossidae
2026-03-05T16:34:06.616509,mistralai/mistral-large-2512,set2,Acute postthoracotomy pain syndrome,,,,,,,
2026-03-05T16:34:11.813306,mistralai/mistral-large-2512,set2,Trapezius flap,,,,,,,
2026-03-05T16:34:15.130093,mistralai/mistral-large-2512,set2,Fetal movements palpated by healthcare professional,,,,,,,
2026-03-05T16:34:21.056338,mistralai/mistral-large-2512,set2,Product containing only sodium thiosulfate in parenteral dose form,,,,,,,
2026-03-05T16:34:27.131534,mistralai/mistral-large-2512,set2,Zamia,,,,,,,
2026-03-05T16:34:31.946224,mistralai/mistral-large-2512,set2,Provision of removable artificial eye,,,,,,,
2026-03-05T16:34:35.125616,mistralai/mistral-large-2512,set2,Hypokinesis of myocardium of anterolateral region of left ventricle,,,,,,,
2026-03-05T16:34:39.023579,mistralai/mistral-large-2512,set2,CV20,,,,,,,
2026-03-05T16:34:43.237994,mistralai/mistral-large-2512,set2,Primary malignant neoplasm of intrathoracic organs,,,,,,,
2026-03-05T16:34:47.185052,mistralai/mistral-large-2512,set2,Salmonella IIIb 38:(k):z54,,,,,,,
2026-03-05T16:34:51.206741,mistralai/mistral-large-2512,set2,Purpura simplex,,,,,,,
2026-03-05T16:34:55.281584,mistralai/mistral-large-2512,set2,Arsine poisoning,,,,,,,
2026-03-05T16:35:00.873859,mistralai/mistral-large-2512,set2,Continuous flow apneic ventilation,,,,,,,
2026-03-05T16:35:03.747319,mistralai/mistral-large-2512,set2,Extension Namespace {1000164},,,,,,,
2026-03-05T16:35:08.346872,mistralai/mistral-large-2512,set2,Ear and auditory finding,**Auditory System Findings**,**Clinical Finding**,**Primitive**,**Ear and Labyrinth Findings**|**Hearing and Vestibular Function Findings**,**Finding by Site**|**Sensory System Findings**,**Hearing loss**|**Tinnitus**|**Ear discharge**|**Ear pain**|**Vertigo**|**Otalgia**|**Otorrhea**|**Auditory threshold finding**|**Tympanic membrane finding**|**Middle ear finding**|**Inner ear finding**,**Nose and Sinus Findings**|**Throat and Laryngeal Findings**|**Eye Findings**|**Neurological Findings**
2026-03-05T16:35:12.712516,mistralai/mistral-large-2512,set2,Antibody to myelin associated glycoprotein,,,,,,,
2026-03-05T16:35:16.985350,mistralai/mistral-large-2512,set2,Genus Cercocebus,,,,,,,
2026-03-05T16:35:22.007999,mistralai/mistral-large-2512,set2,Urge incontinence due to prolapse of female genital organ,,,,,,,
2026-03-05T16:35:25.345320,mistralai/mistral-large-2512,set2,Streptococcus pyogenes type emm111,,,,,,,
2026-03-05T16:35:29.813691,mistralai/mistral-large-2512,set2,Partial glossectomy with radical dissection of left half of neck,,,,,,,
2026-03-05T16:35:32.476616,mistralai/mistral-large-2512,set2,Paenibacillus doosanensis,*Paenibacillus doosanensis*,Bacterium,Primitive,,*Bacillales*|*Bacilli*|*Firmicutes*,,*Paenibacillus polymyxa*|*Paenibacillus larvae*|*Paenibacillus vortex*
2026-03-05T16:35:40.123729,mistralai/mistral-large-2512,set2,Diapterus auratus,"*Diapterus auratus* Ranzani, 1842",Organism taxon (species),Primitive,*Diapterus*,Gerreidae|Perciformes,(None listed in standard taxonomic sources),*Diapterus brevirostris*|*Diapterus peruvianus*|*Diapterus rhombeus*
2026-03-05T16:35:43.181689,mistralai/mistral-large-2512,set2,Ribonucleic acid of Parainfluenza virus 4,,,,,,,
2026-03-05T16:35:46.671329,mistralai/mistral-large-2512,set2,Cryptocotyle concava,,,,,,,
2026-03-05T16:35:49.347534,mistralai/mistral-large-2512,set2,Calicivirus gastroenteritis,,,,,,,
2026-03-05T16:35:52.494759,mistralai/mistral-large-2512,set2,Acute sensory polyneuropathy,,,,,,,
2026-03-05T16:35:56.032131,mistralai/mistral-large-2512,set2,Sabouraud dextrose agar,,,,,,,
2026-03-05T16:35:59.057047,mistralai/mistral-large-2512,set2,Urrets-Zavalia syndrome of eye due to and following ocular surgery,,,,,,,
2026-03-05T16:36:04.559871,mistralai/mistral-large-2512,set2,Product containing only flortaucipir (18-F) in parenteral dose form,,,,,,,
2026-03-05T16:36:08.219000,mistralai/mistral-large-2512,set2,Structure of skin of left knee,,,,,,,
2026-03-05T16:36:12.839868,mistralai/mistral-large-2512,set2,Grafting of auricle of ear,,,,,,,
2026-03-05T16:36:16.814903,mistralai/mistral-large-2512,set2,Closed fracture of fifth metatarsal bone of right foot,,,,,,,
2026-03-05T16:36:19.743302,mistralai/mistral-large-2512,set2,Ultrasonic wave,,,,,,,
2026-03-05T16:36:24.829368,mistralai/mistral-large-2512,set2,Accessory mobilization of the cervical spine,,,,,,,
2026-03-05T16:36:28.385972,mistralai/mistral-large-2512,set2,Scilla nonscripta,,,,,,,
2026-03-05T16:36:32.276741,mistralai/mistral-large-2512,set2,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,,,,,,,
2026-03-05T16:36:38.730653,mistralai/mistral-large-2512,set2,"Antibiotic sensitivity, fungus",,,,,,,
2026-03-05T16:36:43.897630,mistralai/mistral-large-2512,set2,"Alcohol, methyl measurement",,,,,,,
2026-03-05T16:36:48.636695,mistralai/mistral-large-2512,set2,Structure of bursa of thumb,,,,,,,
2026-03-05T16:36:53.255230,mistralai/mistral-large-2512,set2,"History and physical examination, sports participation",,,,,,,
2026-03-05T16:36:55.658690,mistralai/mistral-large-2512,set2,Haemophilus felis,,,,,,,
2026-03-05T16:37:00.027839,mistralai/mistral-large-2512,set2,Cholylglycine measurement,,,,,,,
2026-03-05T16:37:03.462031,mistralai/mistral-large-2512,set2,Radiation half-value thickness,,,,,,,
2026-03-05T16:37:09.553243,mistralai/mistral-large-2512,set2,Entire embryo at stage 15,,,,,,,
2026-03-05T16:37:16.616196,mistralai/mistral-large-2512,set2,Product containing only mecobalamin,,,,,,,
2026-03-05T16:37:20.025144,mistralai/mistral-large-2512,set2,Genus Lophodytes,,,,,,,
2026-03-05T16:37:23.689579,mistralai/mistral-large-2512,set2,Mycoplasma hyopneumoniae,*Mycoplasma hyopneumoniae*,- Bacterium,Primitive,*Bacteria causing respiratory diseases in swine*,*Bacteria* (domain)|*Respiratory pathogens*,*Mycoplasma hyopneumoniae strain 232*|*Mycoplasma hyopneumoniae field isolates*,*Mycoplasma gallisepticum*|*Mycoplasma pneumoniae*|*Actinobacillus pleuropneumoniae* (swine respiratory pathogen peer)
2026-03-05T16:37:27.609608,mistralai/mistral-large-2512,set2,Fetal chromosomal abnormality,,,,,,,
2026-03-05T16:37:31.917992,mistralai/mistral-large-2512,set2,History of cancer metastatic to bone,,,,,,,
2026-03-05T16:37:36.545112,mistralai/mistral-large-2512,set2,"Orthopedic fixation plate, non-bioabsorbable, non-sterile",,,,,,,
2026-03-05T16:37:41.091044,mistralai/mistral-large-2512,set2,Neoplasm of isthmus of uterus,,,,,,,
2026-03-05T16:37:44.101978,mistralai/mistral-large-2512,set2,Urethrotome,,,,,,,
2026-03-05T16:37:48.003097,mistralai/mistral-large-2512,set2,Death by immolation,,,,,,,
2026-03-05T16:37:50.717154,mistralai/mistral-large-2512,set2,Skin of part of back,,,,,,,
2026-03-05T16:37:54.801187,mistralai/mistral-large-2512,set2,Croton oil,,,,,,,
2026-03-05T16:37:58.909035,mistralai/mistral-large-2512,set2,Associated_finding_filler,,,,,,,
2026-03-05T16:38:04.019796,mistralai/mistral-large-2512,set2,Lyssavirus aravan,,,,,,,
2026-03-05T16:38:07.755869,mistralai/mistral-large-2512,set2,Main spoken language Esperanto,,,,,,,
2026-03-05T16:38:12.124175,mistralai/mistral-large-2512,set2,Unable to prepare food hygienically,,,,,,,
2026-03-05T16:38:15.504361,mistralai/mistral-large-2512,set2,Proximal radioulnar joint structure,,,,,,,
2026-03-05T16:38:19.444115,mistralai/mistral-large-2512,set2,Early onset cerebellar ataxia,,,,,,,
2026-03-05T16:38:22.051250,mistralai/mistral-large-2512,set2,Cresylglycidyl ether,,,,,,,
2026-03-05T16:38:25.288733,mistralai/mistral-large-2512,set2,Etheostoma zoniferum,"*Etheostoma zoniferum* Jordan & Brayton, 1878",Species of fish (taxonomic biological entity),Primitive,,Perciformes (order),,*Etheostoma caeruleum*|*Etheostoma flabellare*|*Etheostoma nigrum*|*Etheostoma olmstedi*
2026-03-05T16:38:29.111053,mistralai/mistral-large-2512,set2,Plasma thawing unit,,,,,,,
2026-03-05T16:38:33.352298,mistralai/mistral-large-2512,set2,Fracture of coccyx,,,,,,,
2026-03-05T16:38:37.997835,mistralai/mistral-large-2512,set2,3 o'clock position on mammogram,,,,,,,
2026-03-05T16:38:40.906331,mistralai/mistral-large-2512,set2,Old posterior cruciate ligament disruption,,,,,,,
2026-03-05T16:38:44.555575,mistralai/mistral-large-2512,set2,Anxious avoidant attachment,,,,,,,
2026-03-05T16:38:49.138883,mistralai/mistral-large-2512,set2,Inflammation of left iliohypogastric nerve,,,,,,,
2026-03-05T16:38:54.181684,mistralai/mistral-large-2512,set2,Re-excision of breast for clearance of tumor margins,,,,,,,
2026-03-05T16:38:58.499764,mistralai/mistral-large-2512,set2,Diamond dental laboratory bur,,,,,,,
2026-03-05T16:39:03.323539,mistralai/mistral-large-2512,set2,Family Fuselloviridae,,,,,,,
2026-03-05T16:39:07.571274,mistralai/mistral-large-2512,set2,Occlusion of vein of corpus cavernosum of penis,,,,,,,
2026-03-05T16:39:10.513626,mistralai/mistral-large-2512,set2,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,,,,,,,
2026-03-05T16:39:13.795262,mistralai/mistral-large-2512,set2,Hemoglobin Volga,,,,,,,
2026-03-05T16:39:16.988362,mistralai/mistral-large-2512,set2,Punctate outer retinal toxoplasmosis,,,,,,,
2026-03-05T16:39:19.808434,mistralai/mistral-large-2512,set2,Congenital talipes calcaneovalgus,,,,,,,
2026-03-05T16:39:24.108394,mistralai/mistral-large-2512,set2,Recurrent acute streptococcal tonsillitis,,,,,,,
2026-03-05T16:39:27.909078,mistralai/mistral-large-2512,set2,Jaeger type 10,,,,,,,
2026-03-05T16:39:30.936075,mistralai/mistral-large-2512,set2,Myofascial pain syndrome of lower back,,,,,,,
2026-03-05T16:39:35.271531,mistralai/mistral-large-2512,set2,Spine dislocation due to birth trauma,,,,,,,
2026-03-05T16:39:39.115841,mistralai/mistral-large-2512,set2,Netta rufina,,,,,,,
2026-03-05T16:39:45.048986,mistralai/mistral-large-2512,set2,Congenital abnormality of systemic vein,,,,,,,
2026-03-05T16:39:48.470778,mistralai/mistral-large-2512,set2,Stachybotrys chartarum,,,,,,,
2026-03-05T16:39:52.083205,mistralai/mistral-large-2512,set2,Fracture of phalanx of finger of left hand,,,,,,,
2026-03-05T16:39:56.225313,mistralai/mistral-large-2512,set2,Astroscopus y-graecum,,,,,,,
2026-03-05T16:39:59.923114,mistralai/mistral-large-2512,set2,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,,,,,,,
2026-03-05T16:40:02.444445,mistralai/mistral-large-2512,set2,Single photon emission computed tomography system,,,,,,,
2026-03-05T16:40:06.927412,mistralai/mistral-large-2512,set2,Measurement of Influenza A virus antibody and Influenza B virus antibody,,,,,,,
2026-03-05T16:40:10.287635,mistralai/mistral-large-2512,set2,Chronic radiation nephritis,,,,,,,
2026-03-05T16:40:12.914259,mistralai/mistral-large-2512,set2,Giant retinal tear,,,,,,,
2026-03-05T16:40:16.782824,mistralai/mistral-large-2512,set2,Structure of lateral surface of upper arm,,,,,,,
2026-03-05T16:40:20.909001,mistralai/mistral-large-2512,set2,Family Echinorhynchidae,,,,,,,
